Wonderful Tonight,Eric Clapton,WONDERFUL TONIGHT,ERIC CLAPTON,/media/larry/data/music/tabs/Wonderful Tonight.pdf,2016-11-21 22:22:05
Here Comes the Rain Again,The Eurythmics,HERE COMES THE RAIN AGAIN,EURYTHMICS,/media/larry/data/music/tabs/Here Comes the Rain Again.pdf,2018-08-08 22:01:00
All I Have To Do Is Dream,The Everly Brothers,ALL I HAVE TO DO IS DREAM,EVERLY BROTHERS,/media/larry/data/music/tabs/All I Have to Do is Dream.pdf,2019-02-03 23:03:24
The Springhill Disaster,Ewen McColl and Peggy Seger,SPRINGHILL DISASTER,EWEN MCCOLL AND PEGGY SEGER,/media/larry/data/music/tabs/The Springhill Disaster.pdf,2014-07-02 20:45:46
Just Remember I Love You,Firefall,JUST REMEMBER LOVE YOU,FIREFALL,/media/larry/data/music/tabs/Just Remember I Love You.pdf,2018-12-22 08:05:08
Absolutely Right,Five Man Electrical Band,ABSOLUTELY RIGHT,FIVE MAN ELECTRICAL BAND,/media/larry/data/music/tabs/Absolutely Right.pdf,2018-12-01 10:07:12
Don't Stop,Fleetwood Mac,DONT STOP,FLEETWOOD MAC,/media/larry/data/music/tabs/Dont Stop.pdf,2018-12-01 10:01:17
Dreams,Fleetwood Mac,DREAMS,FLEETWOOD MAC,/media/larry/data/music/tabs/Dreams.pdf,2018-12-01 09:47:48
Go Your Own Way,Fleetwood Mac,GO YOUR OWN WAY,FLEETWOOD MAC,/media/larry/data/music/tabs/Go Your Own Way.pdf,2018-12-01 09:49:17
Monday Morning,Fleetwood Mac,MONDAY MORNING,FLEETWOOD MAC,/media/larry/data/music/tabs/Monday Morning.pdf,2016-12-27 19:47:54
Say That You Love Me,Fleetwood Mac,SAY THAT YOU LOVE ME,FLEETWOOD MAC,/media/larry/data/music/tabs/Say That You Love Me.pdf,2018-12-01 09:54:06
Sentimental Lady,Fleetwood Mac,SENTIMENTAL LADY,FLEETWOOD MAC,/media/larry/data/music/tabs/Sentimental Lady.pdf,2018-12-01 09:57:30
I Ran,Flock of Seagulls,I RAN,FLOCK OF SEAGULLS,/media/larry/data/music/tabs/I Ran.pdf,
Big Girls Don't Cry,Frankie Valli and the Four Seasons,BIG GIRLS DON'T CRY,FRANKIE VALLI AND THE FOUR SEASONS,/media/larry/data/music/tabs/Big Girls Don't Cry.pdf,2015-01-26 22:51:27
Can't Take My Eyes Off Of You,Frankie Valli and the Four Seasons,CAN'T TAKE MY EYES OFF OF YOU,FRANKIE VALLI AND THE FOUR SEASONS,/media/larry/data/music/tabs/Can't Take My Eyes Off of You.pdf,2018-10-28 19:12:12
Rag Doll,Frankie Valli and the Four Seasons,RAG DOLL,FRANKIE VALLI AND THE FOUR SEASONS,/media/larry/data/music/tabs/Rag Doll.pdf,2018-07-01 19:06:11
Friends In Low Places,Garth Brooks,FRIENDS IN LOW PLACES,GARTH BROOKS,/media/larry/data/music/tabs/Friends in Low Places.pdf,2016-10-15 19:47:21
The Thunder Rolls,Garth Brooks,THUNDER ROLLS,GARTH BROOKS,/media/larry/data/music/tabs/The Thunder Rolls.pdf,2018-06-30 16:20:41
Follow You Follow Me,Genesis,FOLLOW YOU FOLLOW ME,GENESIS,/media/larry/data/music/tabs/Follow You Follow Me.pdf,2018-12-01 09:35:41
Little Green Bag,George Baker Goup,LITTLE GREEN BAG,GEORGE BAKER GOUP,/media/larry/data/music/tabs/Little Green Bag.pdf,2018-07-02 10:27:10
Blow Away,George Harrison,BLOW AWAY,GEORGE HARRISON,/media/larry/data/music/tabs/Blow Away.pdf,2018-05-15 22:33:00
Found Out About You,Gin Blossoms,FOUND OUT ABOUT YOU,GIN BLOSSOMS,/media/larry/data/music/tabs/Found Out About You.pdf,2018-07-01 21:14:02
Our Lips Are Sealed,The Go Gos,OUR LIPS ARE SEALED,GO GOS,/media/larry/data/music/tabs/Our Lips are Sealed.pdf,2018-07-31 20:19:36
Vacation,The Go Gos,VACATION,GO GOS,/media/larry/data/music/tabs/Vacation.pdf,2018-12-23 09:19:32
We Got the Beat,The Go Gos,WE GOT THE BEAT,GO GOS,/media/larry/data/music/tabs/We Got the Beat.pdf,
Carefree Highway,Gordon Lightfoot,CAREFREE HIGHWAY,GORDON LIGHTFOOT,/media/larry/data/music/tabs/Carefree Highway.pdf,2018-07-01 08:28:44
Don Quixote,Gordon Lightfoot,DON QUIXOTE,GORDON LIGHTFOOT,/media/larry/data/music/tabs/Don Quixote.pdf,2017-04-08 22:07:55
If I Could Read Your Mind,Gordon Lightfoot,IF I COULD READ YOUR MIND,GORDON LIGHTFOOT,/media/larry/data/music/tabs/If I Could Read Your Mind.pdf,2017-07-15 15:42:54
Rainy Day People,Gordon Lightfoot,RAINY DAY PEOPLE,GORDON LIGHTFOOT,/media/larry/data/music/tabs/Rainy Day People.pdf,2018-07-02 10:31:14
The Wreck Of The Edmund Fitzgerald,Gordon Lightfoot,WRECK OF THE EDMUND FITZGERALD,GORDON LIGHTFOOT,/media/larry/data/music/tabs/The Wreck of the Edmund Fitzgerald.pdf,2014-09-24 21:54:50
The Loco-Motion,Grand Funk Railroad,LOCO-MOTION,GRAND FUNK RAILROAD,/media/larry/data/music/tabs/The Loco-Motion.pdf,2017-05-30 20:53:17
The Breakup Song,The Greg Kihn Band,BREAKUP SONG,GREG KIHN BAND,/media/larry/data/music/tabs/The Breakup Song.pdf,2018-07-28 09:26:33
These Eyes,The Guess Who,THESE EYES,GUESS WHO,/media/larry/data/music/tabs/These Eyes.pdf,
Undone,The Guess Who,UNDONE,GUESS WHO,/media/larry/data/music/tabs/Undone.pdf,2014-09-24 22:06:12
Sweet Child O Mine,Guns N Roses,SWEET CHILD O MINE,GUNS N ROSES,/media/larry/data/music/tabs/Sweet Child O Mine.pdf,2018-07-28 09:32:21
Maneater,Hall and Oates,MANEATER,HALL AND OATES,/media/larry/data/music/tabs/Maneater.pdf,2018-12-01 09:32:30
The Banana Boat Song,Harry Belafonte,BANANA BOAT SONG,HARRY BELAFONTE,/media/larry/data/music/tabs/The Banana Boat Song.pdf,2015-06-08 23:20:39
Cat's In the Crade,Harry Chapin,CAT'S IN THE CRADLE,HARRY CHAPIN,/media/larry/data/music/tabs/Cat's in the Crade.pdf,2015-02-14 16:28:42
Shannon,Henry Gross,SHANNON,HENRY GROSS,/media/larry/data/music/tabs/Shannon.pdf,2018-08-08 21:46:45
Henry VIII,Herman's Hermits,HENRY VIII,HERMAN'S HERMITS,/media/larry/data/music/tabs/Henry VIII.pdf,2014-06-26 22:06:24
I'm Into Something Good,Herman's Hermits,I'M INTO SOMETHING GOOD,HERMAN'S HERMITS,/media/larry/data/music/tabs/I'm Into Something Good.pdf,2018-08-04 21:33:28
Mrs Brown You've Got a Lovely Daughter,Herman's Hermits,MRS BROWN YOU’VE GOT A LOVELY DAUGHTER,HERMAN'S HERMITS,/media/larry/data/music/tabs/Mrs Brown.pdf,2018-02-24 15:48:21
Mrs Brown You've Got a Lovely Daughter,Herman's Hermits,MRS BROWN YOU’VE GOT A LOVELY DAUGHTER,HERMAN'S HERMITS,/media/larry/data/music/tabs/Mrs Brown.pdf,2018-09-22 20:01:44
There's a Kind Of Hush,Herman's Hermits,THERE'S A KIND OF HUSH,HERMAN'S HERMITS,/media/larry/data/music/tabs/There's a Kind of Hush.pdf,2017-11-18 22:19:40
Long Cool Woman,The Hollies,LONG COOL WOMAN,HOLLIES,/media/larry/data/music/tabs/Long Cool Woman.pdf,2017-11-18 22:52:28
Boney Fingers,Hoyt Axton,BONEY FINGERS,HOYT AXTON,/media/larry/data/music/tabs/Boney Fingers.pdf,2017-08-11 21:34:17
Hold On,Ian Thomas,HOLD ON,IAN THOMAS,/media/larry/data/music/tabs/Hold On.pdf,2018-12-01 09:26:23
Painted Ladies,Ian Thomas,PAINTED LADIES,IAN THOMAS,/media/larry/data/music/tabs/Painted Ladies.pdf,2018-07-28 07:39:56
Doctor My Eyes,Jackson Browne,DOCTOR MY EYES,JACKSON BROWNE,/media/larry/data/music/tabs/Doctor My Eyes.pdf,2018-07-27 17:57:34
Running On Empty,Jackson Browne,RUNNING ON EMPTY,JACKSON BROWNE,/media/larry/data/music/tabs/Running On Empty.pdf,2018-12-26 09:25:54
A Town Called Malice,The Jam,A TOWN CALLED MALICE,JAM,/media/larry/data/music/tabs/A Town Called Malice.pdf,2018-08-19 22:11:45
I Got You  (I Feel Good),James Brown,I GOT YOU  (I FEEL GOOD),JAMES BROWN,/media/larry/data/music/tabs/I Got You (I Feel Good).pdf,2015-03-10 22:11:02
Funk 49,James Gang,FUNK 49,JAMES GANG,/media/larry/data/music/tabs/Funk 49.pdf,
Carolina In My Mind,James Taylor,CAROLINA IN MY MIND,JAMES TAYLOR,/media/larry/data/music/tabs/Carolina in My Mind.pdf,2018-12-28 14:39:23
Sweet Baby James,James Taylor,SWEET BABY JAMES,JAMES TAYLOR,/media/larry/data/music/tabs/Sweet Baby James.pdf,2018-12-01 09:21:20
Angel Eyes,Jeff Healey,ANGEL EYES,JEFF HEALEY,/media/larry/data/music/tabs/Angel Eyes.pdf,2018-12-01 09:20:58
Bad Bad Leroy Brown,Jim Croce,BAD BAD LEROY BROWN,JIM CROCE,/media/larry/data/music/tabs/Bad Bad Leroy Brown.pdf,2017-06-29 21:49:35
Operator,Jim Croce,OPERATOR,JIM CROCE,/media/larry/data/music/tabs/Operator.pdf,2018-08-08 21:52:08
Roller Derby Queen,Jim Croce,ROLLER DERBY QUEEN,JIM CROCE,/media/larry/data/music/tabs/Roller Derby Queen.pdf,2018-07-28 07:50:28
Workin at the Car Wash Blues,Jim Croce,WORKIN AT THE CAR WASH BLUES,JIM CROCE,/media/larry/data/music/tabs/Workin at the Car Wash Blues.pdf,2018-08-08 21:49:15
All Along the Watchtower,Jimi Hendrix,ALL ALONG THE WATCHTOWER,JIMI HENDRIX,/media/larry/data/music/tabs/All Along the Watchtower.pdf,2015-11-28 20:44:59
Come Monday,Jimmy Buffett,COME MONDAY,JIMMY BUFFETT,/media/larry/data/music/tabs/Come Monday.pdf,2018-12-01 09:17:50
Fins,Jimmy Buffett,FINS,JIMMY BUFFETT,/media/larry/data/music/tabs/Fins.pdf,2018-08-04 22:13:53
Margaretaville,Jimmy Buffett,MARGARETAVILLE,JIMMY BUFFETT,/media/larry/data/music/tabs/Margaretaville.pdf,2017-07-28 22:13:42
Volcano,Jimmy Buffett,VOLCANO,JIMMY BUFFETT,/media/larry/data/music/tabs/Volcano.pdf,2018-07-22 22:27:00
Is She Really Going Out With Him,Joe Jackson,IS SHE REALLY GOING OUT WITH HIM,JOE JACKSON,/media/larry/data/music/tabs/Is She Really Going Out With Him.pdf,2018-06-16 20:20:17
Annie's Song,John Denver,ANNIE'S SONG,JOHN DENVER,/media/larry/data/music/tabs/Annie's Song.pdf,2018-12-28 14:07:08
Follow Me,John Denver,FOLLOW ME,JOHN DENVER,/media/larry/data/music/tabs/Follow Me.pdf,2018-08-04 21:59:11
Rocky Mountain High,John Denver,ROCKY MOUNTAIN HIGH,JOHN DENVER,/media/larry/data/music/tabs/Rocky Mountain High.pdf,2018-09-28 20:52:18
Take Me Home Country Roads,John Denver,TAKE ME HOME COUNTRY ROADS,JOHN DENVER,/media/larry/data/music/tabs/Take Me Home Country Roads.pdf,2018-09-22 20:24:24
Centerfield,John Fogherty,CENTERFIELD,JOHN FOGHERTY,/media/larry/data/music/tabs/Centerfield.pdf,
Just Like Starting Over,John Lennon,JUST LIKE STARTING OVER,JOHN LENNON,/media/larry/data/music/tabs/Just Like Starting Over.pdf,2018-08-04 22:16:53
Aint Even Done With the Night,John Mellencamp,AINT EVEN DONE WITH THE NIGHT,JOHN MELLENCAMP,/media/larry/data/music/tabs/Aint Even Done With the Night.pdf,2018-12-28 14:06:41
Hurts So Good,John Mellencamp,HURTS SO GOOD,JOHN MELLENCAMP,/media/larry/data/music/tabs/Hurts So Good.pdf,2017-05-12 22:56:03
Jack And Diane,John Mellencamp,JACK AND DIANE,JOHN MELLENCAMP,/media/larry/data/music/tabs/Jack and Diane.pdf,2018-08-04 21:38:33
Pink Houses,John Mellencamp,PINK HOUSES,JOHN MELLENCAMP,/media/larry/data/music/tabs/Pink Houses.pdf,2018-08-04 21:18:56
Welcome Back,John Sebastian,WELCOME BACK,JOHN SEBASTIAN,/media/larry/data/music/tabs/Welcome Back.pdf,2019-02-04 19:34:18
Memphis,Johnny Rivers,MEMPHIS,JOHNNY RIVERS,/media/larry/data/music/tabs/Memphis.pdf,2018-07-22 22:24:03
Secret Agent Man,Johnny Rivers,SECRET AGENT MAN,JOHNNY RIVERS,/media/larry/data/music/tabs/Secret Agent Man.pdf,2018-07-22 22:24:02
Summer Rain,Johnny Rivers,SUMMER RAIN,JOHNNY RIVERS,/media/larry/data/music/tabs/Summer Rain.pdf,2018-09-22 20:16:39
Big Yellow Taxi,Joni Mitchell,BIG YELLOW TAXI,JONI MITCHELL,/media/larry/data/music/tabs/Big Yellow Taxi.pdf,2018-07-01 08:32:03
Don't Stop Believin',Journey,DON’T STOP BELIEVIN,JOURNEY,/media/larry/data/music/tabs/Dont Stop Believin.pdf,
Don't Stop Believin',Journey,DON’T STOP BELIEVIN,JOURNEY,/media/larry/data/music/tabs/Dont Stop Believin.pdf,2018-09-22 20:01:35
Faithfully,Journey,FAITHFULLY,JOURNEY,/media/larry/data/music/tabs/Faithfully.pdf,2018-12-01 09:13:16
Lights,Journey,LIGHTS,JOURNEY,/media/larry/data/music/tabs/Lights.pdf,2018-07-28 20:02:10
Open Arms,Journey,OPEN ARMS,JOURNEY,/media/larry/data/music/tabs/Open Arms.pdf,2018-12-01 09:09:37
Dust In the Wind,Kansas,DUST IN THE WIND,KANSAS,/media/larry/data/music/tabs/Dust in the Wind.pdf,2018-08-08 21:41:11
Danny's Song,Kenny Loggins,DANNY'S SONG,KENNY LOGGINS,/media/larry/data/music/tabs/Danny's Song.pdf,2018-08-08 21:43:11
Lucille,Kenny Rogers,LUCILLE,KENNY ROGERS,/media/larry/data/music/tabs/Lucille.pdf,
Dancing in the Moonlight,King Harvest,DANCING IN THE MOONLIGHT,KING HARVEST,/media/larry/data/music/tabs/Dancing in the Moonlight.pdf,2018-07-28 19:37:24
Louie Louis,The Kingsmen,LOUIE LOUIS,KINGSMEN,/media/larry/data/music/tabs/Louie Louis.pdf,
Act Naturally,The Kinks,ACT NATURALLY,KINKS,/media/larry/data/music/tabs/Act Naturally.pdf,2019-02-03 17:18:03
Act Nice And Gentle,The Kinks,ACT NICE AND GENTLE,KINKS,/media/larry/data/music/tabs/Act Nice and Gentle.pdf,2018-12-28 13:40:13
All Day And All Of the Night,The Kinks,ALL DAY AND ALL OF THE NIGHT,KINKS,/media/larry/data/music/tabs/All Day and All of the Night.pdf,
Sunny Afternoon,The Kinks,SUNNY AFTERNOON,KINKS,/media/larry/data/music/tabs/Sunny Afternoon.pdf,2015-05-18 09:02:15
Kashmir,Led Zeppelin,KASHMIR,LED ZEPPELIN,/media/larry/data/music/tabs/Kashmir.pdf,2018-03-02 22:29:26
Over the Hills and Far Away,Led Zeppelin,OVER THE HILLS AND FAR AWAY,LED ZEPPELIN,/media/larry/data/music/tabs/Over the Hills and Far Away.pdf,2018-07-28 20:15:18
Thank You,Led Zeppelin,THANK YOU,LED ZEPPELIN,/media/larry/data/music/tabs/Thank You.pdf,2018-07-11 21:26:36
Radio Hula,Ledward Kaapana,RADIO HULA,LEDWARD KAAPANA,/media/larry/data/music/tabs/Radio Hula.pdf,2018-09-28 20:58:00
Walk Away Renee,The Left Banke,WALK AWAY RENEE,LEFT BANKE,/media/larry/data/music/tabs/Walk Away Renee.pdf,2015-10-30 22:50:46
The Auctioneer,Leroy Van Dyke,AUCTIONEER,LEROY VAN DYKE,/media/larry/data/music/tabs/The Auctioneer.pdf,2018-10-28 19:03:30
When Will I be Loved,Linda Ronstadt,WHEN WILL I BE LOVED,LINDA RONSTADT,/media/larry/data/music/tabs/When Will I Be Loved.pdf,2018-09-22 19:58:16
Holiday Road,Lindsay Buckingham,HOLIDAY ROAD,LINDSAY BUCKINGHAM,/media/larry/data/music/tabs/Holiday Road.pdf,2018-08-04 21:32:58
Stuck on You,Lionel Richie,STUCK ON YOU,LIONEL RICHIE,/media/larry/data/music/tabs/Stuck On You.pdf,2018-11-24 09:43:31
The Loco-Motion,Little Eva,LOCO-MOTION,LITTLE EVA,/media/larry/data/music/tabs/The Loco-Motion.pdf,2017-05-30 20:53:17
Daydream,Lovin' Spoonful,DAYDREAM,LOVIN' SPOONFUL,/media/larry/data/music/tabs/Daydream.pdf,2016-12-27 19:09:59
Did You Ever Have To Make Up Your Mind,Lovin' Spoonful,DID YOU EVER HAVE TO MAKE UP YOUR MIND,LOVIN' SPOONFUL,/media/larry/data/music/tabs/Did You Ever Have to Make Up Your Mind.pdf,2018-02-19 14:10:10
Summer In the City,Lovin' Spoonful,SUMMER IN THE CITY,LOVIN' SPOONFUL,/media/larry/data/music/tabs/Summer in the City.pdf,2014-07-14 23:24:18
Cannibals,Mark Knopfler,CANNIBALS,MARK KNOPFLER,/media/larry/data/music/tabs/Cannibals.pdf,2016-08-01 21:37:12
Someday Someway,Marshall Crenshaw,SOMEDAY SOMEWAY,MARSHALL CRENSHAW,/media/larry/data/music/tabs/Someday Someway.pdf,2018-11-24 09:07:30
Heard it in a Love Song,The Marshall Tucker Band,HEARD IT IN A LOVE SONG,MARSHALL TUCKER BAND,/media/larry/data/music/tabs/Heard it in a Love Song.pdf,2018-07-29 19:57:53
Echo Beach,Martha and the Muffins,ECHO BEACH,MARTHA AND THE MUFFINS,/media/larry/data/music/tabs/Echo Beach.pdf,2018-11-30 23:10:29
El Paso,Marty Robbins,EL PASO,MARTY ROBBINS,/media/larry/data/music/tabs/El Paso.pdf,2018-02-10 17:42:22
As Years Go By,Mashmakhan,AS YEARS GO BY,MASHMAKHAN,/media/larry/data/music/tabs/As Years Go By.pdf,2018-05-15 22:27:28
Down Under,Men at Work,DOWN UNDER,MEN AT WORK,/media/larry/data/music/tabs/Down Under.pdf,2018-11-30 23:05:37
Overkill,Men at Work,OVERKILL,MEN AT WORK,/media/larry/data/music/tabs/Overkill.pdf,2018-11-30 23:04:01
Wildfire,Michael Martin Murphy,WILDFIRE,MICHAEL MARTIN MURPHY,/media/larry/data/music/tabs/Wildfire.pdf,2016-06-24 21:53:02
Java,Miscellaneous,JAVA,MISCELLANEOUS,/media/larry/data/music/tabs/Java.pdf,2018-07-22 22:14:12
Take Me Out To the Ball Game,Miscellaneous,TAKE ME OUT TO THE BALL GAME,MISCELLANEOUS,/media/larry/data/music/tabs/Take Me Out to the Ball Game.pdf,
Melt With You,Modern English,MELT WITH YOU,MODERN ENGLISH,/media/larry/data/music/tabs/Melt With You.pdf,2018-11-30 23:01:02
Daydream Believer,The Monkees,DAYDREAM BELIEVER,MONKEES,/media/larry/data/music/tabs/Daydream Believer.pdf,2017-05-19 21:31:42
I'm a Believer,The Monkees,I'M A BELIEVER,MONKEES,/media/larry/data/music/tabs/I'm a Believer.pdf,2018-07-10 21:41:44
Last Train To Clarksville,The Monkees,LAST TRAIN TO CLARKSVILLE,MONKEES,/media/larry/data/music/tabs/Last Train to Clarksville.pdf,2018-07-22 22:10:38
Pleasant Valley Sunday,The Monkees,PLEASANT VALLEY SUNDAY,MONKEES,/media/larry/data/music/tabs/Pleasant Valley Sunday.pdf,2018-07-22 22:05:30
The Book Of Love,The Monotones,BOOK OF LOVE,MONOTONES,/media/larry/data/music/tabs/The Book of Love.pdf,2017-10-18 22:49:43
Nights in White Satin,The Moody Blues,NIGHTS IN WHITE SATIN,MOODY BLUES,/media/larry/data/music/tabs/Nights in White Satin.pdf,
Only The Lonely,The Motels,ONLY THE LONELY,MOTELS,/media/larry/data/music/tabs/Only the Lonely(Motels).pdf,2018-11-30 22:58:19
Forever in Blue Jeans,Neil Diamond,FOREVER IN BLUE JEANS,NEIL DIAMOND,/media/larry/data/music/tabs/Forever in Blue Jeans.pdf,2018-07-10 22:12:10
Mr Bojangles,Neil Diamond,MR BOJANGLES,NEIL DIAMOND,/media/larry/data/music/tabs/Mr Bojangles.pdf,2017-05-19 22:24:51
Solitary Man,Neil Diamond,SOLITARY MAN,NEIL DIAMOND,/media/larry/data/music/tabs/Solitary Man.pdf,2018-07-10 22:09:50
Song Sung Blue,Neil Diamond,SONG SUNG BLUE,NEIL DIAMOND,/media/larry/data/music/tabs/Song Sung Blue.pdf,2018-07-10 22:12:06
Sweet Caroline,Neil Diamond,SWEET CAROLINE,NEIL DIAMOND,/media/larry/data/music/tabs/Sweet Caroline.pdf,2017-05-19 22:29:01
After the Gold Rush,Neil Young,AFTER THE GOLD RUSH,NEIL YOUNG,/media/larry/data/music/tabs/After the Gold Rush.pdf,2018-07-08 12:47:14
Harvest,Neil Young,HARVEST,NEIL YOUNG,/media/larry/data/music/tabs/Harvest.pdf,2018-11-09 21:47:41
Heart of Gold,Neil Young,HEART OF GOLD,NEIL YOUNG,/media/larry/data/music/tabs/Heart of Gold.pdf,2018-11-09 21:38:34
Long May You Run,Neil Young,LONG MAY YOU RUN,NEIL YOUNG,/media/larry/data/music/tabs/Long May You Run.pdf,2018-11-09 21:57:47
Old Man,Neil Young,OLD MAN,NEIL YOUNG,/media/larry/data/music/tabs/Old Man.pdf,2018-11-09 21:50:02
Powderfinger,Neil Young,POWDERFINGER,NEIL YOUNG,/media/larry/data/music/tabs/Powderfinger.pdf,2018-11-09 21:42:28
Cruel To Be Kind,Nick Lowe,CRUEL TO BE KIND,NICK LOWE,/media/larry/data/music/tabs/Cruel to be Kind.pdf,2016-10-09 19:23:11
One Tin Soldier,The Original Caste,ONE TIN SOLDIER,ORIGINAL CASTE,/media/larry/data/music/tabs/One Tin Soldier.pdf,
Still the One,Orleans,STILL THE ONE,ORLEANS,/media/larry/data/music/tabs/Still the One.pdf,2018-08-04 21:23:18
There Goes Another Love Song,The Outlaws,THERE GOES ANOTHER LOVE SONG,OUTLAWS,/media/larry/data/music/tabs/There Goes Another Love Song.pdf,2018-06-16 23:02:25
I Think I Love You,The Partridge Family,I THINK I LOVE YOU.PDF,PARTRIDGE FAMILY,/media/larry/data/music/tabs/I Think I Love You.pdf,2018-11-09 23:01:48
I Woke Up in Love This Morning,The Partridge Family,I WOKE UP IN LOVE THIS MORNING,PARTRIDGE FAMILY,/media/larry/data/music/tabs/I Woke Up in Love This Morning.pdf,2018-07-02 19:47:28
Kodachrome,Paul Simon,KODACHROME,PAUL SIMON,/media/larry/data/music/tabs/Kodachrome.pdf,2018-07-29 19:57:03
Slip Sliding Away,Paul Simon,SKIP SLIDING AWAY,PAUL SIMON,/media/larry/data/music/tabs/Slip Sliding Away.pdf,2018-08-04 21:32:15
Baby I Love Your Way,Peter Frampton,BABY I LOVE YOUR WAY,PETER FRAMPTON,/media/larry/data/music/tabs/Baby I Love Your Way.pdf,2018-09-21 20:19:58
Show Me the Way,Peter Frampton,SHOW ME THE WAY,PETER FRAMPTON,/media/larry/data/music/tabs/Show Me the Way.pdf,
Solsbury Hill,Peter Gabriel,SOLSBURY HILL,PETER GABRIEL,/media/larry/data/music/tabs/Solsbury Hill.pdf,2019-01-08 19:04:44
Wish You Were Here,Pink Floyd,WISH YOU WERE HERE,PINK FLOYD,/media/larry/data/music/tabs/Wish You Were Here.pdf,2018-08-19 17:57:45
Crazy Love,Poco,CRAZY LOVE,POCO,/media/larry/data/music/tabs/Crazy Love.pdf,2018-09-28 20:03:40
Heart Of the Night,Poco,HEART OF THE NIGHT,POCO,/media/larry/data/music/tabs/Heart of the Night.pdf,2018-07-29 19:45:44
Da Do Do Do Da Da Da Da,The Police,DA DO DO DO DA DA DA DA,POLICE,/media/larry/data/music/tabs/Da Do Do Do Da Da Da Da.pdf,2018-06-03 15:56:19
Every Little Thing She Does Is Magic,The Police,EVERY LITTLE THING SHE DOES IS MAGIC,POLICE,/media/larry/data/music/tabs/Every Little Thing She Does is Magic.pdf,2018-07-11 13:49:24
Walking On the Moon,The Police,WALKING ON THE MOON,POLICE,/media/larry/data/music/tabs/Walking on the Moon.pdf,2016-10-22 14:48:15
Wrapped Around Your Finger,The Police,WRAPPED AROUND YOUR FINGER,POLICE,/media/larry/data/music/tabs/Wrapped Around Your Finger.pdf,2018-07-01 20:51:25
Doin' it Right,Powder Blues Band,DOIN IT RIGHT,POWDER BLUES BAND,/media/larry/data/music/tabs/Doin it Right.pdf,2018-07-29 17:32:19
Back on the Chain Gang,The Pretenders,BACK ON THE CHAIN GANG,PRETENDERS,/media/larry/data/music/tabs/Back on the Chain Gang.pdf,2018-12-28 14:21:53
I'm Gonna Be,The Proclaimers,I'M GONNA BE,PROCLAIMERS,/media/larry/data/music/tabs/I'm Gonna Be.pdf,2019-01-04 22:38:29
The Ghost In You,Psychedelic Furs,GHOST IN YOU,PSYCHEDELIC FURS,/media/larry/data/music/tabs/The Ghost in You.pdf,2018-11-30 22:09:32
Amie,Pure Prairie League,AMIE,PURE PRAIRIE LEAGUE,/media/larry/data/music/tabs/Amie.pdf,2018-11-30 22:04:50
39,Queen,39,QUEEN,/media/larry/data/music/tabs/39.pdf,2019-02-16 15:01:32
Crazy Little Thing Called Love,Queen,CRAZY LITTLE THING CALLED LOVE,QUEEN,/media/larry/data/music/tabs/Crazy Little Thing Called Love.pdf,2018-10-21 07:31:56
Driver 8,R.E.M.,DRIVER 8,R.E.M.,/media/larry/data/music/tabs/Driver 8.pdf,2017-07-15 15:23:22
Fall On Me,R.E.M.,FALL ON ME,R.E.M.,/media/larry/data/music/tabs/Fall On Me.pdf,2017-05-12 22:38:18
So Central Rain,R.E.M.,SO CENTRAL RAIN,R.E.M.,/media/larry/data/music/tabs/So Central Rain.pdf,2016-09-05 21:43:33
Lunatic Fringe,Red Ryder,LUNATIC FRINGE,RED RYDER,/media/larry/data/music/tabs/Lunatic Fringe.pdf,2018-07-10 22:21:07
Take It On the Run,REO Speedwagen,TAKE IT ON THE RUN,REO SPEEDWAGEN,/media/larry/data/music/tabs/Take it on the Run.pdf,2019-01-04 22:45:53
La Bamba,Richie Valens,LA BAMBA,RICHIE VALENS,/media/larry/data/music/tabs/La Bamba.pdf,2016-07-09 23:35:25
Hello Mary Lou,Ricky Nelson,HELLO MARY LOU,RICKY NELSON,/media/larry/data/music/tabs/Hello Mary Lou.pdf,2018-09-16 21:27:59
What I Like About You,The Romantics,WHAT I LIKE ABOUT YOU,ROMANTICS,/media/larry/data/music/tabs/What I Like About You.pdf,2018-08-19 19:47:06
Pretty Woman (Oh),Roy Orbison,PRETTY WOMAN (OH),ROY ORBISON,/media/larry/data/music/tabs/Pretty Woman (Oh).pdf,
Soul Man,Sam and Dave,SOUL MAN,SAM AND DAVE,/media/larry/data/music/tabs/Soul Man.pdf,2018-07-10 22:22:03
Wooly Bully,Sam the Sham and the Pharoahs,WOOLY BULLY,SAM THE SHAM AND THE PHAROAHS,/media/larry/data/music/tabs/Wooly Bully.pdf,2018-06-03 17:25:31
Evil Ways,Santana,EVIL WAYS,SANTANA,/media/larry/data/music/tabs/Evil Ways.pdf,
Oye Como Va,Santana,OYE COMO VA,SANTANA,/media/larry/data/music/tabs/Oye Como Va.pdf,2015-03-15 13:00:47
The Hippy Hippy Shake,The Screaming Blue Jeans,HIPPY HIPPY SHAKE,SCREAMING BLUE JEANS,/media/larry/data/music/tabs/The Hippy Hippy Shake.pdf,
Summer Breeze,Seals and Crofts,SUMMER BREEZE,SEALS AND CROFTS,/media/larry/data/music/tabs/Summer Breeze.pdf,2018-09-22 20:15:58
The 59th Street Bridge Song,Simon and Garfunkel,59TH STREET BRIDGE SONG,SIMON AND GARFUNKEL,/media/larry/data/music/tabs/The 59th Street Bridge Song.pdf,2018-12-28 13:17:56
